Business Name,Address,City,Permit Id,Type,Class,Inspection Date,Inspection Type,Grade,Priority Violation *,
The Wandering Tortoise,2417 E Indian School Rd ,Phoenix,FD-54350,E & D 10+ Seating ,Class 2,3/21/19,Routine Inspection,A,0,
Mariposa Point of Gilbert,1445 E Willis Rd ,Gilbert,FD-54586,Assisted Living ,Class 5,3/25/19,Routine Inspection,A,0,
Arizona Newport Subway,525 N Estrella Pkwy Unit 103,Goodyear,FD-54744,E & D 10+ Seating ,Class 3,3/22/19,Routine Inspection,A,0,
AGH Mesa LLC,9130 E Elliot Rd ,Mesa,FD-54749,Hospital Food Service ,Class 5,3/25/19,Routine Inspection,B,1,
Doubletree Resort by Hilton PV,5401 N Scottsdale Rd ,Scottsdale,FD-54792,E & D 10+ Seating ,Class 3,3/19/19,Routine Inspection,A,0,
Doubletree Resort by Hilton PV,5401 N Scottsdale Rd ,Scottsdale,FD-54793,E & D 10+ Seating ,Class 3,3/19/19,Routine Inspection,B,0,
Doubletree Resort by Hilton Paradise Valley- Scottsdale,5401 N Scottsdale Rd ,Scottsdale,FD-54794,E & D 10+ Seating ,Class 3,3/19/19,Routine Inspection,A,0,
"Machete Azteca,LLC",1703 W Bethany Home Rd 1755,Phoenix,FD-54798,E & D 10+ Seating ,Class 4,3/22/19,Routine Inspection,Not Participating,1,
Dickey's Barbecue Pit No AZ-1449,3125 E Indian School Rd ,Phoenix,FD-55064,Food Catering ,Class 5,3/21/19,Routine Inspection,Not Participating,0,
JW Marriott Desert Ridge,5350 E Marriott Dr ,Phoenix,FD-55157,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,Not Participating,0,
JW Marriott Desert Ridge,5350 E Marriott Dr ,Phoenix,FD-55162,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,Not Participating,0,
Vista College Preparatory,4520 W McDowell Rd ,Phoenix,FD-55206,Service Kitchen ,Class 2,3/19/19,Routine Inspection,A,0,
McDonald's,1844 W Baseline Rd ,Phoenix,FD-55265,E & D 10+ Seating ,Class 3,3/20/19,Routine Inspection,Not Participating,0,
The House Of Refuge East,6858 E Ursula Ave Space 1,Mesa,FD-55340,Food Bank ,Class 2,3/21/19,Routine Inspection,A,0,
Pathways Assisted Living and Memory Care,4211 N Pebble Creek Pkwy ,Goodyear,FD-55341,Assisted Living ,Class 5,3/21/19,Routine Inspection,A,0,
The Flame Broiler,1342 W Warner Rd Suite 104,Tempe,FD-55356,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,Not Participating,1,
Smokin Fins,900 N 54th St Suite 1,Chandler,FD-55706,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,Not Participating,3,
Wendy's Old Fashioned Hamburgers No 11827,16859 W Bell Rd ,Surprise,FD-55962,E & D 10+ Seating ,Class 3,3/21/19,Routine Inspection,A,0,
ABA Food Mart,6114 N 59th Ave Suite 8,Glendale,FD-55968,Retail Food Establishment ,Class 2,3/21/19,Routine Inspection,A,0,
ABA Food Mart,6114 N 59th Ave Suite 8,Glendale,FD-55969,Meat Market ,Class 4,3/21/19,Routine Inspection,A,0,
ABA Food Mart,6114 N 59th Ave Suite 8,Glendale,FD-55970,E & D 0-9 Seating ,Class 2,3/21/19,Routine Inspection,A,0,
American Leadership Academy,22512 S Signal Butte Rd ,Queen Creek,FD-55993,School Food Service ,Class 3,3/19/19,Routine Inspection,A,0,
Sandees Water & Ice,1927 N Gilbert Rd Suite 8,Mesa,FD-56022,E & D 0-9 Seating ,Class 2,3/22/19,Routine Inspection,B,0,
Captn Bill's Submarine,10645 N 35th Ave Suite A,Phoenix,FD-56203,E & D 10+ Seating ,Class 3,3/22/19,Routine Inspection,A,0,
Subway,3906 W New River Rd ,New River,FD-56204,E & D 10+ Seating ,Class 3,3/21/19,Routine Inspection,A,0,
Just Roll with It Ice Cream,940 E University Dr Suite 104,Tempe,FD-56706,E & D 0-9 Seating ,Class 2,3/19/19,Routine Inspection,Not Participating,1,
Hidden Track Cafe,111 W Monroe St Suite 121,Phoenix,FD-56980,E & D 10+ Seating ,Class 3,3/21/19,Routine Inspection,Not Participating,1,
Dollar Tree,3516 E Southern Ave ,Mesa,FD-56994,Retail Food Establishment ,Class 2,3/19/19,Routine Inspection,Not Participating,0,
La Carniceria Mi Casita,4203 N 19th Ave ,Phoenix,FD-57107,E & D 0-9 Seating ,Class 4,3/19/19,Routine Inspection,Not Participating,0,
La Carniceria Mi Casita,4203 N 19th Ave ,Phoenix,FD-57108,Meat Market ,Class 4,3/19/19,Routine Inspection,Not Participating,0,
La Carniceria Mi Casita,4203 N 19th Ave ,Phoenix,FD-57109,Retail Food Establishment ,Class 2,3/19/19,Routine Inspection,Not Participating,0,
Dulceria La Bonita Wholesale,6611 S Central Ave ,Phoenix,FD-57566,Retail Food Establishment ,Class 2,3/19/19,Routine Inspection,A,0,
Bana LLC,624 E Missouri Ave ,Phoenix,FD-57672,Daycare Food Service ,Class 3,3/22/19,Routine Inspection,A,0,
Jamba Juice No 1456,13732 W Bell Rd Suite 6,Surprise,FD-57712,Food Catering ,Class 5,3/20/19,Routine Inspection,A,0,
Sunrise Preschools No 295,2217 N Power Rd Suite 1001,Mesa,FD-57717,Daycare Food Service ,Class 3,3/21/19,Routine Inspection,A,0,
Rosati's Pizza,1729 N Dysart Rd Suite 108,Avondale,FD-57727,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,A,0,
Dickey's AZ-1415,15525 W Roosevelt St Suite 108,Goodyear,FD-57744,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,A,0,
Cloth & Flame,1620 S 16th St ,Phoenix,FD-57875,Food Catering ,Class 5,3/20/19,Routine Inspection,A,0,
Little Wonders Learning,655 W Warner Rd Suite 101,Tempe,FD-57975,Daycare Food Service ,Class 3,3/19/19,Routine Inspection,Not Participating,0,
Snow Fox,87 E Williams Field Rd ,Chandler,FD-58209,E & D 0-9 Seating ,Class 4,3/22/19,Routine Inspection,B,1,
Azukar Coffee,7246 S Central Ave ,Phoenix,FD-58527,E & D 10+ Seating ,Class 2,3/25/19,Routine Inspection,Not Participating,0,
Dickey's AZ-1417,10005 W McDowell Rd ,Avondale,FD-58539,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,A,0,
Arizona Sunrays Gymnastics & Dance Center,15801 N 32nd St ,Phoenix,FD-58691,E & D 0-9 Seating ,Class 2,3/25/19,Routine Inspection,A,0,
Casa De Papa Gourmet Tacos,13761 W Bell Rd Suite 211,Surprise,FD-58699,E & D 10+ Seating ,Class 4,3/25/19,Routine Inspection,A,0,
Mayo Clinic Phoenix No 40826,5777 E Mayo Blvd ,Phoenix,FD-58702,Hospital Food Service ,Class 5,3/19/19,Routine Inspection,A,0,
Mayo Clinic Phoenix No 40819,5881 E Mayo Blvd ,Phoenix,FD-58703,Hospital Food Service ,Class 5,3/19/19,Routine Inspection,A,0,
AFC Sushi @ Safeway No 1663,20901 N Pima Rd ,Scottsdale,FD-58720,E & D 0-9 Seating ,Class 4,3/25/19,Routine Inspection,Not Participating,0,
McDonald's,125 N 24th St ,Phoenix,FD-58760,E & D 10+ Seating ,Class 3,3/21/19,Routine Inspection,Not Participating,0,
Original Chop Shop,10625 N Tatum Blvd Suite 135,Phoenix,FD-58875,E & D 10+ Seating ,Class 4,3/25/19,Routine Inspection,Not Participating,1,
Sonic Drive-In,17181 W Greenway Rd ,Surprise,FD-58878,E & D 10+ Seating ,Class 3,3/21/19,Routine Inspection,A,0,
Hungry Howie's Pizza,12725 W Indian School Rd Suite B102,Avondale,FD-59049,E & D 0-9 Seating ,Class 2,3/19/19,Routine Inspection,A,0,
Family Dollar,3349 N 19th Ave ,Phoenix,FD-59064,Retail Food Establishment ,Class 2,3/21/19,Routine Inspection,A,0,
Driftwood Coffee,8295 W Jefferson St ,Peoria,FD-59084,E & D 10+ Seating ,Class 2,3/22/19,Routine Inspection,Not Participating,0,
AFC Sushi @ Albertsons No 989,2727 N Power Rd ,Mesa,FD-59123,E & D 0-9 Seating ,Class 4,3/22/19,Routine Inspection,Not Participating,1,
Pennington Gardens Senior Living,977 S Pennington Dr ,Chandler,FD-59207,Assisted Living ,Class 5,3/22/19,Routine Inspection,Not Participating,0,
Snow Fox F621,8900 E Via Linda ,Scottsdale,FD-59211,E & D 0-9 Seating ,Class 4,3/25/19,Routine Inspection,A,0,
Sprouts Farmers Markets,931 E Elliot Rd Suite 110,Tempe,FD-59226,Retail Food Establishment ,Class 3,3/21/19,Routine Inspection,A,0,
Sprouts Farmers Markets,931 E Elliot Rd Suite 110,Tempe,FD-59228,Bakery ,Class 2,3/21/19,Routine Inspection,A,0,
Sprouts Farmers Markets,931 E Elliot Rd Suite 110,Tempe,FD-59229,Meat Market ,Class 4,3/21/19,Routine Inspection,A,0,
Sprouts Farmers Markets,931 E Elliot Rd Suite 110,Tempe,FD-59230,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,A,0,
Thai Express,18511 N Scottsdale Rd Suite 105,Scottsdale,FD-59295,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,A,0,
Rocky's Pizza and Cheesesteaks,1731 W Baseline Rd Suite 115,Mesa,FD-59411,E & D 10+ Seating ,Class 3,3/19/19,Routine Inspection,B,0,
Into the Fire Pizza and Catering,8275 W Lake Pleasant Pkwy Suite 105,Peoria,FD-59462,Food Catering ,Class 5,3/21/19,Routine Inspection,A,0,
Que Huong Restaurant,3424 N 19th Ave Suite 8,Phoenix,FD-59580,E & D 10+ Seating ,Class 4,3/25/19,Routine Inspection,B,0,
"Market Grille,LLC",21043 N Cave Creek Rd Suite A6,Phoenix,FD-60039,Food Catering ,Class 5,3/22/19,Routine Inspection,A,0,
"Garden Goddess, LLC",1323 E McDowell Rd Suite 2,Phoenix,FD-60333,Food Processor ,Class 4,3/21/19,Routine Inspection,B,0,
"Fruits and Events, LLC",11709 W Thunderbird Rd ,El Mirage,FD-60508,Food Processor ,Class 2,3/23/19,Routine Inspection,A,0,
Wesley Community Center,1300 S 10 St ,Phoenix,FD-60545,E & D 10+ Seating ,Class 2,3/21/19,Routine Inspection,A,0,
Miss Dessert Arizona,1832 W Broadway Rd Suite 105,Mesa,FD-60688,E & D 10+ Seating ,Class 2,3/19/19,Routine Inspection,Not Participating,1,
Chicago Cubs Spring Training Complex @ Mesa Riverview,2330 W Rio Salado Pkwy ,Mesa,FD-60738,Service Kitchen 0-9 Seating ,Class 2,3/21/19,Routine Inspection,Not Participating,0,
Los Altos Ranch Market No 507,1118 E Southern Ave ,Mesa,FD-60884,Retail Food Establishment ,Class 2,3/25/19,Routine Inspection,A,0,
Los Altos Ranch Market No 507,1118 E Southern Ave ,Mesa,FD-60886,Bakery ,Class 2,3/25/19,Routine Inspection,A,0,
Los Altos Ranch Market No 507,1118 E Southern Ave ,Mesa,FD-60887,Bakery ,Class 2,3/25/19,Routine Inspection,B,0,
Los Altos Ranch Market No 507,1118 E Southern Ave ,Mesa,FD-60888,E & D 10+ Seating ,Class 4,3/25/19,Routine Inspection,C,2,
Los Altos Ranch Market No 507,1118 E Southern Ave ,Mesa,FD-60889,E & D 10+ Seating ,Class 3,3/25/19,Routine Inspection,A,0,
Los Altos Ranch Market No 507,1118 E Southern Ave ,Mesa,FD-60890,E & D 0-9 Seating ,Class 4,3/25/19,Routine Inspection,A,0,
Los Altos Ranch Market No 507,1118 E Southern Ave ,Mesa,FD-60891,Meat Market ,Class 4,3/25/19,Routine Inspection,A,0,
Los Altos Ranch Market No 507,1118 E Southern Ave ,Mesa,FD-60892,Meat Market ,Class 4,3/25/19,Routine Inspection,A,0,
Centrico,202 N Central Ave ,Phoenix,FD-61139,E & D 10+ Seating ,Class 3,3/22/19,Routine Inspection,Not Participating,0,
Starbucks Coffee Company No 5586,13545 N Fountain Hills Blvd ,Fountain Hills,FD-61276,E & D 10+ Seating ,Class 2,3/20/19,Routine Inspection,B,1,
Over Easy,10637 N Tatum Blvd Suite 101A,Phoenix,FD-61306,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,Not Participating,0,
Ahipoki Bowl,21202 S Ellsworth Loop Rd Suite 110,Queen Creek,FD-61322,E & D 10+ Seating ,Class 4,3/25/19,Routine Inspection,A,0,
Bosa Donuts,4601 E Bell Rd Suite A5,Phoenix,FD-61865,E & D 10+ Seating ,Class 3,3/22/19,Routine Inspection,B,1,
Tacos Tijuana,4925 W Bell Rd Suite D-1,Glendale,FD-61945,E & D 10+ Seating ,Class 3,3/22/19,Routine Inspection,Not Participating,1,
Nekter Juice Bar,14676 N Frank Lloyd Wright Blvd Suite 131,Scottsdale,FD-62017,E & D 10+ Seating ,Class 2,3/20/19,Routine Inspection,B,1,
Lunchkins,1420 E Chandler Blvd Suite B103,Phoenix,FD-62073,Food Processor ,Class 4,3/20/19,Routine Inspection,A,0,
Good Fellas Grill,15414 N 19th Ave Suite H/I,Phoenix,FD-62168,E & D 10+ Seating ,Class 4,3/23/19,Routine Inspection,A,0,
SnowFox F120,6321 E Greenway Rd ,Scottsdale,FD-62202,E & D 0-9 Seating ,Class 4,3/25/19,Routine Inspection,A,0,
Black Rock Coffee Bar,1839 S Crismon Rd Suite 109,Mesa,FD-62487,E & D 10+ Seating ,Class 2,3/21/19,Immediate Suspension,Not Participating,1,
Black Rock Coffee Bar,1839 S Crismon Rd Suite 109,Mesa,FD-62487,E & D 10+ Seating ,Class 2,3/21/19,Routine Inspection,Not Participating,0,
King's Chef,1863 N Stapley Dr Suite 102,Mesa,FD-62506,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,Not Participating,4,
J Chen Restaurant,29850 N Tatum Blvd Suite 107,Cave Creek,FD-62603,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,A,0,
JoJo Neveria,3538 W Glendale Ave ,Phoenix,FD-62617,E & D 10+ Seating ,Class 3,3/25/19,Routine Inspection,B,1,
CUFF Downtown Bistro,5819 W Glendale Ave ,Glendale,FD-62622,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,A,0,
Three Wisemen,7323 E Shoeman Ln ,Scottsdale,FD-62677,E & D 10+ Seating ,Class 3,3/21/19,Routine Inspection,Not Participating,3,
Los Patos Mexican Food,415 E McKellips Rd ,Mesa,FD-62909,E & D 0-9 Seating ,Class 4,3/19/19,Routine Inspection,A,0,
Paraiso De Sinaloa Seafood,9240 N 43rd Ave ,Glendale,FD-63282,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,B,1,
Zenthai Cafe,110 N Central Ave ,Phoenix,FD-63440,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,Not Participating,0,
Riot House,4425 N Saddlebag Tr Suite 105,Scottsdale,FD-63474,E & D 10+ Seating ,Class 3,3/21/19,Routine Inspection,A,0,
Milk & Honey All things good,7102 N 58th Dr ,Glendale,FD-63504,Food Processor ,Class 4,3/20/19,Routine Inspection,Not Participating,0,
M3V The Nail Bar,15600 N Hayden Rd ,Scottsdale,FD-63671,E & D 0-9 Seating ,Class 2,3/20/19,Routine Inspection,A,0,
Tropical Smoothie Cafe,2748 S Signal Butte Rd Space 106,Mesa,FD-63870,E & D 10+ Seating ,Class 3,3/19/19,Routine Inspection,A,0,
Zion Early Learning Academy,5644 S 16th St ,Phoenix,FD-64050,Daycare Food Service ,Class 3,3/21/19,Routine Inspection,A,0,
Jimmy John's,5826 W Olive Ave Suite B-108,Glendale,FD-64223,E & D 10+ Seating ,Class 3,3/19/19,Routine Inspection,A,0,
Oumi Sushi @ Sprouts 38,931 E Elliot Rd Suite 110,Tempe,FD-64232,E & D 0-9 Seating ,Class 4,3/21/19,Routine Inspection,A,0,
Paradise Valley Cafe & Catering Inc,4835 E Cactus Rd ,Scottsdale,FD-64318,E & D 10+ Seating ,Class 3,3/25/19,Routine Inspection,Not Participating,0,
Fat Tuesday,6751 N Sunset Blvd Suite E-113,Glendale,FD-64658,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,A,0,
The Screamery,10625 N Tatum Blvd Suite D136,Phoenix,FD-64903,E & D 10+ Seating ,Class 2,3/25/19,Routine Inspection,A,0,
The Herb Box,7051 E 5th Ave Suite J,Scottsdale,FD-64911,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,A,0,
Well Done Grill at Canyon Lake,16802 NE Hwy 88 ,Apache Junction,FD-65243,E & D 10+ Seating ,Class 3,3/20/19,Routine Inspection,B,1,
Commissary and Catering Kitchen,5004 S Price Rd ,Tempe,FD-65309,Food Catering ,Class 5,3/21/19,Routine Inspection,Not Participating,0,
Lunchkins,1420 E Chandler Blvd Suite B103,Phoenix,FD-65332,Food Catering ,Class 5,3/20/19,Routine Inspection,A,0,
Domino's Pizza No 7659,2902 N 68th St ,Scottsdale,FD-65524,Food Processor ,Class 2,3/19/19,Routine Inspection,A,0,
Vegan Invasion,1620 S 16th St ,Phoenix,FD-65701,Food Catering ,Class 5,3/25/19,Routine Inspection,A,0,
Dignity Chandler Regional Medical Center-Nutrition,1955 W Frye Rd ,Chandler,FD-65730,Service Kitchen ,Class 2,3/22/19,Routine Inspection,Not Participating,0,
Marco's Pizza,24786 N 67th Ave Suite 102,Peoria,FD-65812,E & D 10+ Seating ,Class 3,3/20/19,Routine Inspection,B,1,
El Kiosco,8929 N Central Ave Suite 103,Phoenix,FD-65845,E & D 10+ Seating ,Class 3,3/20/19,Routine Inspection,Not Participating,0,
Hoyos Kitchen,1620 S 16th St ,Phoenix,FD-65866,Food Catering ,Class 5,3/22/19,Routine Inspection,A,0,
Starbucks @ Macy's Chandler Fashion Center,3107 W Chandler Blvd ,Chandler,FD-65886,E & D 0-9 Seating ,Class 2,3/21/19,Routine Inspection,A,0,
The Ceremony Shop,7150 N 57th Ave ,Glendale,FD-65977,E & D 10+ Seating ,Class 3,3/20/19,Routine Inspection,A,0,
Four Points by Sheraton South Phoenix,10831 S 51st St ,Phoenix,FD-66048,E & D 0-9 Seating ,Class 2,3/25/19,Routine Inspection,Not Participating,0,
The Parlor,3300 E Sky Harbor Blvd Space T3 CP F2,Phoenix,FD-66063,E & D 10+ Seating ,Class 4,3/22/19,Routine Inspection,B,1,
Al's Gyros,5932 W Bell Rd Suite D-109,Glendale,FD-66146,E & D 10+ Seating ,Class 4,3/25/19,Routine Inspection,A,0,
McDonald's No 31038,1060 S Watson Rd ,Buckeye,FD-66170,E & D 10+ Seating ,Class 3,3/22/19,Routine Inspection,Not Participating,0,
McDonald's No 31455,587 S Watson Rd ,Buckeye,FD-66171,E & D 10+ Seating ,Class 3,3/22/19,Routine Inspection,Not Participating,0,
McDonald's No 12493,14553 W Grand Ave ,Surprise,FD-66175,E & D 10+ Seating ,Class 3,3/21/19,Routine Inspection,Not Participating,0,
Grabbagreen,4727 E Bell Rd ,Phoenix,FD-66181,E & D 10+ Seating ,Class 3,3/22/19,Routine Inspection,B,1,
La Chamba,3501 N 43rd Ave ,Phoenix,FD-66265,E & D 10+ Seating ,Class 2,3/19/19,Routine Inspection,A,0,
Edelweiss at Wagon Yard,2625 E Bell Rd ,Phoenix,FD-66562,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,A,0,
Teriyaki Madness,3131 S Market St 108,Gilbert,FD-66602,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,A,0,
2 Sons Food Mart,8941 N Central Ave ,Phoenix,FD-66634,Retail Food Establishment ,Class 2,3/20/19,Routine Inspection,Not Participating,0,
2 Sons Food Mart,8941 N Central Ave ,Phoenix,FD-66635,E & D 0-9 Seating ,Class 3,3/20/19,Routine Inspection,Not Participating,0,
The Mexican Corral,6601 W Bethany Home Rd Suite 12,Glendale,FD-66643,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,A,0,
Sandwich Masterz,5124 S Mill Ave ,Tempe,FD-66696,E & D 0-9 Seating ,Class 3,3/20/19,Routine Inspection,Not Participating,0,
Coop's Bar & Grill,8455 W Peoria Ave ,Peoria,FD-66795,E & D 10+ Seating ,Class 3,3/25/19,Routine Inspection,Not Participating,1,
Oumi Sushi at Sprouts No 16,4735 E Ray Rd ,Phoenix,FD-66901,Food Processor ,Class 2,3/21/19,Routine Inspection,A,0,
BLK Live,7301 E Butherus Dr ,Scottsdale,FD-67002,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,Not Participating,0,
The Tavern,3400 E Sky Harbor Blvd Space T3P-F6,Phoenix,FD-67005,E & D 10+ Seating ,Class 4,3/22/19,Routine Inspection,B,0,
State 48 Brewery Funk House,6770 N Sunrise Blvd Suite G-100,Glendale,FD-67228,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,Not Participating,3,
Mission Accomplished Foods,5004 S Price Rd ,Tempe,FD-67383,Food Processor ,Class 4,3/21/19,Routine Inspection,Not Participating,0,
Denny's No 8688,441 S Watson Rd ,Buckeye,FD-67423,E & D 10+ Seating ,Class 4,3/22/19,Routine Inspection,B,1,
Tostadas George,9550 W Van Buren St Suite 17,Tolleson,FD-67453,Food Processor ,Class 2,3/20/19,Routine Inspection,Not Participating,0,
Sheraton Grand Phoenix,340 N 3rd St ,Phoenix,FD-67590,Food Catering ,Class 5,3/20/19,Routine Inspection,Not Participating,0,
Sheraton Grand Phoenix,340 N 3rd St ,Phoenix,FD-67592,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,Not Participating,1,
Sheraton Grand Phoenix,340 N 3rd St ,Phoenix,FD-67594,E & D 10+ Seating ,Class 2,3/20/19,Routine Inspection,Not Participating,1,
Sheraton Grand Phoenix,340 N 3rd St ,Phoenix,FD-67595,Service Kitchen 0-9 Seating ,Class 2,3/20/19,Routine Inspection,Not Participating,0,
Sheraton Grand Phoenix,340 N 3rd St ,Phoenix,FD-67596,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,Not Participating,0,
Sheraton Grand Phoenix,340 N 3rd St ,Phoenix,FD-67597,E & D 10+ Seating ,Class 2,3/20/19,Routine Inspection,Not Participating,1,
Sheraton Grand Phoenix,340 N 3rd St ,Phoenix,FD-67598,E & D 10+ Seating ,Class 2,3/20/19,Routine Inspection,Not Participating,0,
Sheraton Grand Phoenix,340 N 3rd St ,Phoenix,FD-67599,Service Kitchen 0-9 Seating ,Class 2,3/20/19,Routine Inspection,Not Participating,0,
Sheraton Grand Phoenix,340 N 3rd St ,Phoenix,FD-67600,E & D 10+ Seating ,Class 3,3/20/19,Routine Inspection,Not Participating,0,
Sheraton Grand Phoenix,340 N 3rd St ,Phoenix,FD-67601,Service Kitchen ,Class 2,3/20/19,Routine Inspection,Not Participating,0,
Filibertos Mexican Food,5512 W Glendale Ave ,Glendale,FD-67621,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,A,0,
Ziggi's Coffee,2120 N McQueen Rd ,Chandler,FD-67627,E & D 0-9 Seating ,Class 2,3/19/19,Routine Inspection,Not Participating,0,
Chula Seafood,100 E Camelback Rd Suite 172,Phoenix,FD-67745,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,Not Participating,1,
La Estancia Nursing and Rehabilitation Center,15810 S 42nd St ,Phoenix,FD-67780,Nursing Home ,Class 5,3/19/19,Routine Inspection,A,0,
Snow Fox F125,10450 N 90th St ,Scottsale,FD-68018,E & D 0-9 Seating ,Class 4,3/25/19,Routine Inspection,Not Participating,1,
Spinato's Pizzeria,2108 E Rio Salado Pkwy ,Tempe,FD-68022,E & D 10+ Seating ,Class 4,3/25/19,Routine Inspection,D,4,
Falcon Distributor,2823 N 36th Ave ,Phoenix,FD-68289,Food Processor ,Class 2,3/25/19,Routine Inspection,A,0,
M&M Smoke Shop & Check Cashing,13805 N 19th Ave ,Phoenix,FD-68506,Retail Food Establishment ,Class 2,3/22/19,Routine Inspection,A,0,
Mission Foods Warehouse - Tolleson AZ,407 S 107th Ave Suite B28,Tolleson,FD-68600,Food Jobber ,Class 2,3/20/19,Routine Inspection,A,0,
Little Western Academy LLC,1616 N 89th Ave ,Phoenix,FD-68762,Daycare Food Service ,Class 3,3/19/19,Routine Inspection,A,0,
Blonkenfeld Creative LLC,1620 S 16th St ,Phoenix,FD-69253,Food Catering ,Class 5,3/19/19,Routine Inspection,A,0,
Dunkin Donuts No 348401,2105 S Alma School Rd ,Mesa,FD-69286,E & D 10+ Seating ,Class 3,3/25/19,Routine Inspection,A,0,
Angry Crab Shack,2501 W Happy Valley Rd Suite 48,Phoenix,FD-69351,E & D 10+ Seating ,Class 4,3/25/19,Routine Inspection,Not Participating,1,
Littleton Underdown - Boys and Girls Club,1642 S 107th Ave ,Avondale,FD-69686,E & D 0-9 Seating ,Class 2,3/20/19,Routine Inspection,A,0,
Word Of Mouth Grill,7660 S McClintock Dr Suite 103,Tempe,FD-69840,E & D 10+ Seating ,Class 3,3/21/19,Routine Inspection,A,0,
Asian Wei,18631 N 19th Ave Suite 160,Phoenix,FD-69880,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,Not Participating,1,
West Coasts Petroleum Newports LLC,8350 E McDowell Rd ,Scottsdale,FD-69884,Retail Food Establishment ,Class 2,3/25/19,Routine Inspection,A,0,
Pizza Hut No 35872,2727 E McKellips Suite 106,Mesa,FD-70032,E & D 0-9 Seating ,Class 3,3/21/19,Routine Inspection,A,0,
Sam's Grill,8770 E Mcdowell Rd ,Scottsdale,FD-70166,E & D 0-9 Seating ,Class 3,3/25/19,Routine Inspection,Not Participating,0,
"GIlligan's on Chandler, LLC",1105 W Chandler Blvd ,Chandler,FD-70168,E & D 0-9 Seating ,Class 2,3/21/19,Routine Inspection,B,1,
"GIlligan's on Chandler, LLC",1105 W Chandler Blvd ,Chandler,FD-70169,Retail Food Establishment ,Class 2,3/21/19,Routine Inspection,A,0,
Wildflower Bread Company,3319 N 35th Ave ,Phoenix,FD-70206,Bakery ,Class 2,3/21/19,Routine Inspection,B,1,
Citron Catering,3519 W Northern Ave ,Phoenix,FD-70260,Food Jobber ,Class 2,3/21/19,Routine Inspection,Not Participating,0,
Subway 29221,5130 W Baseline Rd Suite 114,Laveen,FD-70346,E & D 10+ Seating ,Class 3,3/19/19,Routine Inspection,A,0,
Bere's Mexican Food,753 S Alma School Rd Suite 5,Mesa,FD-70520,E & D 10+ Seating ,Class 3,3/20/19,Routine Inspection,Not Participating,3,
Athena Pita,2737 W Thunderbird Rd Suite 108,Phoenix,FD-70747,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,A,0,
Tres Leches Cafe,1714 W Van Buren St ,Phoenix,FD-70846,E & D 10+ Seating ,Class 2,3/19/19,Routine Inspection,Not Participating,0,
Hempfulfarms Cafe,1756 W Bell Rd ,Phoenix,FD-70950,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,A,0,
Mtn View Market,1501 W Mountain View Rd ,Phoenix,FD-70973,Retail Food Establishment ,Class 2,3/20/19,Routine Inspection,Not Participating,0,
Mtn View Market,1501 W Mountain View Rd ,Phoenix,FD-70974,E & D 0-9 Seating ,Class 3,3/20/19,Routine Inspection,Not Participating,0,
Mtn View Market,1501 W Mountain View Rd ,Phoenix,FD-70975,Meat Market ,Class 4,3/20/19,Routine Inspection,Not Participating,0,
Tea Moment LLC,922 E Apache Blvd Space 106,Tempe,FD-70991,E & D 10+ Seating ,Class 2,3/25/19,Routine Inspection,B,1,
Taqueria La Korita,3543 W Dunlap Ave ,Phoenix,FD-70992,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,Not Participating,3,
Lincoln Market,3497 W Lincoln St ,Phoenix,FD-71017,Retail Food Establishment ,Class 2,3/20/19,Routine Inspection,Not Participating,1,
Hangar 9 Bar & Grille,1475 W Elliot Rd ,Gilbert,FD-71055,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,Not Participating,2,
